,Aroma,Appearance,Flavor,Mouthfeel,Overall,맥주,Cluster
0,0.3734538667560144,0.3501339851852795,0.23476508916323746,0.21783401128098934,0.30636150625517977,Kloud Original Gravity,1
1,0.27788220284924514,0.15464140699185014,0.09291666666666663,0.06179027378053281,0.19370370370370385,Kloud Fitz Super Clear,1
2,0.2835743518346684,0.2417946519713604,0.2166661213628233,0.1861145944401117,0.2839752994579108,Asahi Super Dry,1
3,0.2464337333832163,0.14322708240215054,0.17666285747773092,0.14459159910660968,0.22720374968875975,Tsingtao,1
4,0.2512799614806409,0.2455838491250412,0.2074167234215425,0.1741544069260944,0.272855989526689,Heineken,1
5,0.3178060915115449,0.2511100073408489,0.22347815520100645,0.19086778135917248,0.2931527444082637,Kirin Ichiban,1
6,0.3222943943186664,0.26154162454066465,0.2450885110342817,0.2058740577243876,0.32031823391660763,Sapporo Premium Beer,1
7,0.41313491996247054,0.3840404185875527,0.33409409538610235,0.2795753231619688,0.4376962274181738,Stella Artois,2
8,0.8241916950803776,1.0,0.5966905639191826,0.5166146740520743,0.7919119856446724,Guinness Draught,0
9,0.6702658460498836,0.469902348271613,0.3949945686817833,0.3032190999322778,0.5083137776000071,Kronenbourg 1664 Blanc,2
10,0.7699147295664897,0.6183535866311806,0.5889158023819079,0.4843687633115252,0.7528178421712894,Pilsner Urquell,0
11,0.2208320855686411,0.19915107098848414,0.13020611143429628,0.10673928741566197,0.1905527675023405,San Miguel,1
12,0.38686579301752144,0.2960166688998024,0.23378275936755466,0.216467484111356,0.2521133153635465,OB Premier Pilsner,1
13,0.1497500118127909,0.09146340279355536,0.05278849451303147,0.04612666961847833,0.07806116107468464,Cass Fresh,1
14,1.0,0.8190752488975107,0.6640432098765432,0.6786952992399085,0.7106592238171185,Stout,0
15,0.27035033534310937,0.19824397549587192,0.15441384180790962,0.15044858782077494,0.2398674524009049,Hite D (Dry Finish),1
16,0.19591768277035204,0.13980767179457546,0.12390578437633025,0.08040378747973809,0.1519322077398304,Hite Prime Max,1
17,0.29436581735581346,0.268496862077623,0.18469022884673286,0.20849329812757944,0.2354816889476711,Hite Extra Cold,1
18,0.2239167296931397,0.20068380402101535,0.1567059306141585,0.1174288599374702,0.1980255026390937,Victoria Bitter,1
19,0.2537872007810058,0.2094734817331111,0.15820996373020846,0.1274550310808813,0.20063480478288695,Bintang Pilsener,1
20,0.8033747132884852,0.6365384791432086,0.5198064420803783,0.3993848298861511,0.6480713254229493,Krombacher Weizen,0
21,0.04386538313902677,0.08650157444020723,0.047005897850898586,0.04453769723059775,0.058486505559055664,Miller Genuine Draft (MGD),1
22,0.7685519880927068,0.6487075971268285,0.39527777777777773,0.61443435908789,0.517765373028531,Hoegaarden Cherry,0
23,0.3266966926333288,0.1608365943289659,0.1830141694725028,0.1675287298488538,0.19773693876564716,Tiger Radler Lemon,1
24,0.5269304372004777,0.37911482948970504,0.3954623694207028,0.29736664339276697,0.4769609045924837,Suntory The Premium Malt's,2
25,0.7222623857112479,0.6912995100694991,0.3280864197530864,0.2288687181757804,0.469541910331384,Reeper B. Blondes Weissbier,2
26,0.4503109717201785,0.3399162282924669,0.3000900205761317,0.19673824809977125,0.3851508506113771,Reeper B. Exotisches IPA,2
27,0.2854598026806253,0.2204594160325194,0.20281108381990687,0.1594489590935826,0.2650059786705941,Tiger Beer,1
28,0.7222623857112479,0.4357480324134758,0.41767489711934136,0.2288687181757804,0.5241951680548171,Tsingtao Wheat Beer,2
29,0.7482232843852601,0.6328368462964798,0.5294688834905881,0.4347236310201736,0.6786447120797732,Erdinger Weissbier,0
30,0.3176966122964191,0.2621798322713792,0.24186398344394466,0.19580962179699649,0.3179028137576966,Carlsberg Pilsner,1
31,0.0,0.01927855569752357,0.0,0.0,0.0,Budweiser,1
32,0.9446404137450342,0.6791384475479161,0.6582610762424681,0.5222967621973749,0.8375809941285854,Hoegaarden,0
33,0.4479831899912259,0.3258413145326765,0.3247075439903505,0.24382600596978465,0.4060753990805416,Sapporo Yebisu,2
34,0.9800861236462556,0.7642305263491495,0.6781520185925853,0.5515650810872471,0.8597469206074784,Paulaner Hefe-Weissbier,0
35,0.19473157147462491,0.14732030859202705,0.07824758562325773,0.04978206583968337,0.0747539772369995,Desperados,1
36,0.29794103054787724,0.1941357262659628,0.22322717919940135,0.18641755165111384,0.2800383151021111,Peroni Nastro Azzurro,1
37,0.8885866303712746,0.5347223630624892,0.5769254749018358,0.4227563112418986,0.7175680293611222,Edelweiss Weissbier Snowfresh,0
38,0.5209470469074178,0.45039132534490006,0.3679556374291685,0.2783260909629358,0.4859530363801514,Heineken Dark Lager,2
39,0.7036309319189031,0.59527336244563,0.4733126979044366,0.36634144989388295,0.6103210680034585,Kozel Černý (Dark) 10°,0
40,0.7865057967735423,0.7242669435276541,0.5453535850352882,0.41807546607700097,0.6919553512701644,Guinness Original 4.2%,0
41,0.3056559642781204,0.20385872861449186,0.2534293552812069,0.2859895538664633,0.4213184476342372,FiLite,1
42,0.6296831809483311,0.6061156841841581,0.4792669753086421,0.42165153863183535,0.6238569909622542,ARK Seoulite Ale,0
43,0.6732498655426447,0.4933723852182651,0.4861837327523604,0.4140914280257155,0.6255589955280358,Jeju Wit Ale,2
44,0.282511163087391,0.2298871198572349,0.1937037037037037,0.1378323862937545,0.2348543918719359,Stephans Bräu Premium Pilsener,1
45,0.2725919625770784,0.2309012130225364,0.16410751028806592,0.08198656925688141,0.2100537539134032,Stephans Bräu Premium Lager,1
46,0.5875183946206657,0.4184582459714016,0.3729915352646377,0.23968491602315,0.4547406495035469,Stephans Bräu Hefe-Weizen Naturtrüb,2
47,0.07420795237082711,0.3931561194708052,0.3280864197530864,0.3573905984798169,0.4213184476342372,Bali Hai Premium Lager,1
48,0.4503109717201785,0.3259057306139569,0.2860918209876543,0.2136490218239866,0.3940341200555886,Eichbaum Apostel Bräu,2
49,0.5885368677203675,0.4404804671848835,0.40274348422496586,0.3573905984798169,0.4641837478094788,Egger Zwickl,2
50,0.5004264223858972,0.32333331136806664,0.33359390811576595,0.2362429244227332,0.38916947250280587,Egger Märzenbier,2
51,0.4146674408841076,0.25480651826491474,0.2875533499470079,0.2030748837296108,0.3570950889610067,Holsten Premium Bier,1
52,0.9894737650834572,0.7560905562088517,0.6864465784143519,0.5487928127997934,0.8696728628112262,Franziskaner Hefe-Weissbier,0
53,0.42876660890965934,0.24816237328299065,0.28162431048069336,0.1864838427563641,0.31666327327021626,Egger Grapefruit Radler,1
54,0.308876910765896,0.2500540660451326,0.21955167145276466,0.1705484017157478,0.28211274617050497,Bavaria Pilsener,1
55,0.33292426453156604,0.2756611872151623,0.20741228536966072,0.1690395669997633,0.26057357197708103,Bavaria 8.6 (Original),1
56,0.3434948763065607,0.26201480714051184,0.2269332172772227,0.17616424137535125,0.2749398714908541,Lapin Kulta IV A,1
57,0.4443181214118648,0.39543782909273417,0.34173466435185185,0.27950289646520554,0.4487455420432396,Grolsch Premium Lager,2
58,0.4806262316530117,0.4155729157564213,0.32045103815937137,0.2659186860624703,0.4010138317617543,Gambrinus Originál 10° (Desítka),2
59,0.17668990789196692,0.22575506860160266,0.12835091517720046,0.09043594660451704,0.16892500108001576,Castlemaine XXXX Gold Lager,1
60,0.9123810794806896,0.7307899845852314,0.6415951248103711,0.5147860331922489,0.8135306237618805,Leffe Brune,0
61,0.21663749815993072,0.0,0.12780448717948725,0.0484437708258828,0.1876201284096023,Löwenbräu Original (4.2%),1
62,0.5054529660100571,0.5242081592944069,0.3524935369842779,0.2612738076541488,0.4732514074619336,Asahi Super Dry Black,2
63,0.2371305710246016,0.149957583332898,0.14589837193689148,0.12539113176784766,0.1992865529198812,Harbin Beer,1
64,0.3682276651716616,0.2719955697792381,0.2793252494257824,0.2135507033721018,0.3563128994968042,Beck's,1
65,0.574809544849687,0.379131052817239,0.29518943770460226,0.2243025161892418,0.38019896124429575,Hoegaarden Rosée,2
66,1.0,0.8190752488975107,1.0,1.0,1.0,Platinum White Ale,0
67,0.691402650790276,0.3931561194708052,0.4587362825788751,0.3573905984798169,0.6034959733790146,Platinum Pale Ale,2
68,0.8457013253951375,0.5351291626130402,0.552057613168724,0.3573905984798169,0.6463612735542563,Mallaskosken Kuohu Amber Lager Special Edition,0
69,0.7224766894259771,0.429306662863504,0.4418865978890413,0.3311110473374021,0.533691022746416,Schöfferhofer Grapefruit,2
70,0.8947963582239578,0.4705959611847516,0.5571478675645339,0.3866001167307345,0.6405160053485415,Volfas Engelman Grünberger Hefeweizen,0
71,0.5181598328620407,0.3840617608353597,0.3567802381266203,0.2933583449475565,0.4460308270946969,Berliner Kindl Jubiläums Pilsener Premium,2
72,0.4213799702317669,0.3931561194708052,0.3280864197530864,0.03608589771972548,0.2766480595427966,Burge Meester Shandy Lemon,1
73,0.12049755475228585,0.3363669022139112,0.10411522633744852,0.12176715125574987,0.07410951621477957,Red Rock,1
74,0.7717033225967396,0.6949293806127727,0.5456197119964139,0.4362990146523662,0.7084219275144776,Erdinger Weissbier Dunkel,0
75,0.5394841490762743,0.3959593716595452,0.3955265322912379,0.3239516477219794,0.5064583496894222,Warsteiner Premium Verum,2
76,0.8553449925579417,0.5528757930058198,0.4750675154320987,0.4377167736698397,0.5659888357256779,Queen's Ale Blonde Type,0
